ID,answer
TEST_625,D
TEST_626,D
TEST_627,A
TEST_628,D
TEST_629,D
TEST_630,D
TEST_631,D
TEST_632,D
TEST_633,C
TEST_634,D
TEST_635,A
TEST_636,D
TEST_637,B
TEST_638,C
TEST_639,A
TEST_640,C
TEST_641,D
TEST_642,?
TEST_643,A
TEST_644,A
TEST_645,A
TEST_646,D
TEST_647,D
TEST_648,D
TEST_649,A
TEST_650,D
TEST_651,A
TEST_652,D
TEST_653,D
TEST_654,D
TEST_655,?
TEST_656,A
TEST_657,D
TEST_658,A
TEST_659,C
TEST_660,D
TEST_661,B
TEST_662,D
TEST_663,D
TEST_664,C
TEST_665,?
TEST_666,B
TEST_667,?
TEST_668,A
TEST_669,A
TEST_670,D
TEST_671,B
TEST_672,C
TEST_673,D
TEST_674,C
TEST_675,D
TEST_676,A
TEST_677,A
TEST_678,?
TEST_679,B
