ID,answer
TEST_183,D
TEST_184,D
TEST_185,D
TEST_186,D
TEST_187,B
TEST_188,C
TEST_189,D
TEST_190,D
TEST_191,D
TEST_192,C
TEST_193,D
TEST_194,B
TEST_195,D
TEST_196,C
TEST_197,C
TEST_198,C
TEST_199,B
TEST_200,D
TEST_201,D
TEST_202,C
TEST_203,B
TEST_204,D
TEST_205,B
TEST_206,B
TEST_207,B
TEST_208,C
TEST_209,D
TEST_210,D
TEST_211,C
TEST_212,B
TEST_213,C
TEST_214,B
TEST_215,C
TEST_216,D
TEST_217,C
TEST_218,C
TEST_219,D
TEST_220,D
TEST_221,B
TEST_222,C
TEST_223,D
TEST_224,D
TEST_225,C
TEST_226,B
TEST_227,B
TEST_228,B
TEST_229,C
TEST_230,D
TEST_231,B
TEST_232,B
TEST_233,D
TEST_234,B
TEST_235,D
TEST_236,C
TEST_237,B
TEST_238,B
TEST_239,B
TEST_240,D
TEST_241,C
TEST_242,C
TEST_243,D
TEST_244,D
TEST_245,C
TEST_246,B
TEST_247,D
TEST_248,B
TEST_249,D
TEST_250,D
TEST_251,D
TEST_252,D
TEST_253,B
TEST_254,C
TEST_255,D
TEST_256,D
TEST_257,D
TEST_258,B
TEST_259,D
TEST_260,C
TEST_261,D
TEST_262,D
TEST_263,D
TEST_264,B
TEST_265,D
TEST_266,C
TEST_267,D
TEST_268,D
TEST_269,B
TEST_270,C
TEST_271,B
TEST_272,D
TEST_273,D
TEST_274,D
TEST_275,C
TEST_276,D
TEST_277,B
TEST_278,D
TEST_279,C
TEST_280,D
TEST_281,B
TEST_282,C
TEST_283,D
TEST_284,D
TEST_285,C
TEST_286,C
TEST_287,B
TEST_288,D
TEST_289,C
TEST_290,D
TEST_291,B
TEST_292,C
TEST_293,B
TEST_294,D
TEST_295,C
TEST_296,C
TEST_297,B
TEST_298,C
TEST_299,B
TEST_300,D
TEST_301,D
TEST_302,B
TEST_303,B
TEST_304,C
TEST_305,C
TEST_306,D
TEST_307,B
TEST_308,B
TEST_309,C
TEST_310,D
TEST_311,B
TEST_312,C
TEST_313,C
TEST_314,B
TEST_315,C
TEST_316,C
TEST_317,C
TEST_318,B
TEST_319,C
TEST_320,D
TEST_321,D
TEST_322,B
TEST_323,D
TEST_324,C
TEST_325,D
TEST_326,C
TEST_327,D
TEST_328,C
TEST_329,C
TEST_330,B
TEST_331,B
TEST_332,D
TEST_333,D
TEST_334,D
TEST_335,D
TEST_336,D
TEST_337,C
TEST_338,C
TEST_339,C
TEST_340,B
TEST_341,D
TEST_342,B
TEST_343,D
TEST_344,C
TEST_345,C
TEST_346,D
TEST_347,B
TEST_348,B
TEST_349,C
TEST_350,B
TEST_351,C
TEST_352,D
TEST_353,B
TEST_354,D
TEST_355,C
TEST_356,C
TEST_357,B
TEST_358,B
TEST_359,B
TEST_360,B
TEST_361,B
TEST_362,D
TEST_363,C
TEST_364,D
TEST_365,D
TEST_366,C
TEST_367,B
TEST_368,D
TEST_369,C
TEST_370,D
TEST_371,D
TEST_372,C
TEST_373,B
TEST_374,C
TEST_375,D
TEST_376,C
TEST_377,B
TEST_378,D
TEST_379,B
TEST_380,C
TEST_381,B
TEST_382,C
TEST_383,C
TEST_384,D
TEST_385,B
TEST_386,C
TEST_387,B
TEST_388,C
TEST_389,D
TEST_390,C
TEST_391,B
TEST_392,D
TEST_393,D
TEST_394,D
TEST_395,D
TEST_396,D
TEST_397,B
TEST_398,B
TEST_399,D
TEST_400,C
TEST_401,D
TEST_402,D
TEST_403,B
TEST_404,C
TEST_405,B
TEST_406,D
TEST_407,D
TEST_408,B
TEST_409,B
TEST_410,C
TEST_411,D
TEST_412,C
TEST_413,D
TEST_414,C
TEST_415,D
TEST_416,D
TEST_417,D
TEST_418,B
TEST_419,B
TEST_420,D
TEST_421,C
TEST_422,D
TEST_423,D
TEST_424,C
TEST_425,C
TEST_426,B
TEST_427,B
TEST_428,D
TEST_429,C
TEST_430,B
TEST_431,B
TEST_432,B
TEST_433,D
TEST_434,B
TEST_435,C
TEST_436,D
TEST_437,C
TEST_438,B
TEST_439,D
TEST_440,D
TEST_441,B
TEST_442,B
TEST_443,C
TEST_444,B
TEST_445,C
TEST_446,D
TEST_447,B
TEST_448,D
TEST_449,D
TEST_450,C
TEST_451,C
TEST_452,C
TEST_453,B
TEST_454,D
TEST_455,C
TEST_456,B
TEST_457,C
TEST_458,B
TEST_459,D
TEST_460,D
TEST_461,C
TEST_462,C
TEST_463,D
TEST_464,C
TEST_465,B
TEST_466,D
TEST_467,B
TEST_468,D
TEST_469,D
TEST_470,C
TEST_471,B
TEST_472,D
TEST_473,B
TEST_474,D
TEST_475,D
TEST_476,D
TEST_477,B
TEST_478,C
TEST_479,C
TEST_480,B
TEST_481,D
TEST_482,D
TEST_483,C
TEST_484,B
TEST_485,D
TEST_486,D
TEST_487,B
TEST_488,D
TEST_489,B
TEST_490,B
TEST_491,B
TEST_492,D
TEST_493,B
TEST_494,D
TEST_495,B
TEST_496,D
TEST_497,B
TEST_498,D
TEST_499,B
TEST_500,D
TEST_501,D
TEST_502,C
TEST_503,B
TEST_504,B
TEST_505,B
TEST_506,C
TEST_507,C
TEST_508,D
TEST_509,D
TEST_510,C
TEST_511,D
TEST_512,C
TEST_513,C
TEST_514,C
TEST_515,D
TEST_516,C
TEST_517,C
TEST_518,D
TEST_519,B
TEST_520,D
TEST_521,D
TEST_522,D
TEST_523,C
TEST_524,C
TEST_525,D
TEST_526,B
TEST_527,B
TEST_528,C
TEST_529,D
TEST_530,D
TEST_531,B
TEST_532,C
TEST_533,B
TEST_534,B
TEST_535,D
TEST_536,C
TEST_537,C
TEST_538,D
TEST_539,D
TEST_540,D
TEST_541,D
TEST_542,D
TEST_543,B
TEST_544,C
TEST_545,C
TEST_546,C
TEST_547,D
TEST_548,B
TEST_549,B
TEST_550,B
TEST_551,D
TEST_552,D
TEST_553,D
TEST_554,B
TEST_555,B
TEST_556,B
TEST_557,C
TEST_558,C
TEST_559,C
TEST_560,C
TEST_561,B
TEST_562,B
TEST_563,D
TEST_564,C
TEST_565,C
TEST_566,C
TEST_567,D
TEST_568,D
TEST_569,B
TEST_570,C
TEST_571,B
TEST_572,B
TEST_573,C
TEST_574,C
TEST_575,D
TEST_576,B
TEST_577,D
TEST_578,D
TEST_579,C
TEST_580,B
TEST_581,B
TEST_582,B
TEST_583,B
TEST_584,B
TEST_585,D
TEST_586,D
TEST_587,B
TEST_588,D
TEST_589,D
TEST_590,B
TEST_591,B
TEST_592,C
TEST_593,C
TEST_594,C
TEST_595,B
TEST_596,D
TEST_597,B
TEST_598,D
TEST_599,C
TEST_600,C
TEST_601,C
TEST_602,B
TEST_603,C
TEST_604,C
TEST_605,B
TEST_606,C
TEST_607,C
TEST_608,C
TEST_609,D
TEST_610,D
TEST_611,B
TEST_612,B
TEST_613,B
TEST_614,B
TEST_615,C
TEST_616,B
TEST_617,C
TEST_618,D
TEST_619,B
TEST_620,D
TEST_621,D
TEST_622,B
TEST_623,C
TEST_624,C
TEST_625,D
TEST_626,D
TEST_627,C
TEST_628,D
TEST_629,D
TEST_630,B
TEST_631,B
TEST_632,D
TEST_633,C
TEST_634,C
TEST_635,B
TEST_636,D
TEST_637,D
TEST_638,C
TEST_639,C
TEST_640,D
TEST_641,B
TEST_642,B
TEST_643,C
TEST_644,B
TEST_645,C
TEST_646,D
TEST_647,B
TEST_648,B
TEST_649,C
TEST_650,B
TEST_651,C
TEST_652,C
TEST_653,C
TEST_654,D
TEST_655,D
TEST_656,C
TEST_657,B
TEST_658,D
TEST_659,C
TEST_660,C
TEST_661,B
TEST_662,C
TEST_663,D
TEST_664,B
TEST_665,C
TEST_666,B
TEST_667,B
TEST_668,B
TEST_669,D
TEST_670,C
TEST_671,C
TEST_672,C
TEST_673,D
TEST_674,D
TEST_675,D
TEST_676,B
TEST_677,B
TEST_678,C
TEST_679,B
TEST_680,B
TEST_681,D
TEST_682,C
TEST_683,D
TEST_684,D
TEST_685,D
TEST_686,D
TEST_687,C
TEST_688,B
TEST_689,C
TEST_690,C
TEST_691,C
TEST_692,C
TEST_693,D
TEST_694,D
TEST_695,D
TEST_696,D
TEST_697,B
TEST_698,C
TEST_699,C
TEST_700,B
TEST_701,B
TEST_702,D
TEST_703,C
TEST_704,B
TEST_705,B
TEST_706,B
TEST_707,B
TEST_708,C
TEST_709,B
TEST_710,B
TEST_711,B
TEST_712,C
TEST_713,B
TEST_714,D
TEST_715,C
TEST_716,D
TEST_717,B
TEST_718,D
TEST_719,D
TEST_720,D
TEST_721,B
TEST_722,D
TEST_723,D
TEST_724,D
TEST_725,C
TEST_726,B
TEST_727,C
TEST_728,B
TEST_729,C
TEST_730,C
TEST_731,D
TEST_732,C
TEST_733,C
TEST_734,D
TEST_735,C
TEST_736,B
TEST_737,D
TEST_738,B
TEST_739,D
TEST_740,B
TEST_741,C
TEST_742,C
TEST_743,B
TEST_744,C
TEST_745,B
TEST_746,B
TEST_747,C
TEST_748,B
TEST_749,C
TEST_750,B
TEST_751,C
TEST_752,B
TEST_753,C
TEST_754,D
TEST_755,C
TEST_756,C
TEST_757,B
TEST_758,D
TEST_759,B
TEST_760,B
TEST_761,D
TEST_762,D
TEST_763,C
TEST_764,D
TEST_765,C
TEST_766,C
TEST_767,D
TEST_768,B
TEST_769,D
TEST_770,B
TEST_771,B
TEST_772,B
TEST_773,B
TEST_774,D
TEST_775,C
TEST_776,C
TEST_777,B
TEST_778,D
TEST_779,D
TEST_780,B
TEST_781,C
TEST_782,D
TEST_783,D
TEST_784,B
TEST_785,D
TEST_786,B
TEST_787,B
TEST_788,D
TEST_789,D
TEST_790,C
TEST_791,D
TEST_792,D
TEST_793,C
TEST_794,B
TEST_795,B
TEST_796,C
TEST_797,B
TEST_798,C
TEST_799,C
TEST_800,B
TEST_801,B
TEST_802,C
TEST_803,B
TEST_804,C
TEST_805,C
TEST_806,D
TEST_807,B
TEST_808,C
TEST_809,C
TEST_810,B
TEST_811,B
TEST_812,D
TEST_813,C
TEST_814,D
TEST_815,C
TEST_816,D
TEST_817,D
TEST_818,C
TEST_819,D
TEST_820,D
TEST_821,C
TEST_822,D
TEST_823,D
TEST_824,D
TEST_825,C
TEST_826,D
TEST_827,D
TEST_828,C
TEST_829,B
TEST_830,C
TEST_831,B
TEST_832,B
TEST_833,B
TEST_834,D
TEST_835,D
TEST_836,C
TEST_837,C
TEST_838,C
TEST_839,D
TEST_840,C
TEST_841,D
TEST_842,C
TEST_843,B
TEST_844,D
TEST_845,D
TEST_846,C
TEST_847,D
TEST_848,D
TEST_849,B
TEST_850,C
TEST_851,D
