ID,answer
TEST_183,B
TEST_184,D
TEST_185,D
TEST_186,A
TEST_187,D
TEST_188,C
TEST_189,A
TEST_190,D
TEST_191,C
TEST_192,C
TEST_193,C
TEST_194,D
TEST_195,D
TEST_196,B
TEST_197,A
TEST_198,A
TEST_199,B
TEST_200,B
TEST_201,D
TEST_202,C
TEST_203,D
TEST_204,A
TEST_205,D
TEST_206,D
TEST_207,C
TEST_208,B
TEST_209,D
TEST_210,C
TEST_211,C
TEST_212,C
TEST_213,C
TEST_214,B
TEST_215,C
TEST_216,A
TEST_217,A
TEST_218,C
TEST_219,B
TEST_220,D
TEST_221,A
TEST_222,A
TEST_223,C
TEST_224,A
TEST_225,B
TEST_226,D
TEST_227,D
TEST_228,B
TEST_229,C
TEST_230,D
TEST_231,B
TEST_232,D
TEST_233,A
TEST_234,C
TEST_235,B
TEST_236,A
TEST_237,A
TEST_238,B
TEST_239,A
TEST_240,C
TEST_241,C
TEST_242,C
TEST_243,D
TEST_244,D
TEST_245,A
TEST_246,C
TEST_247,D
TEST_248,C
TEST_249,C
TEST_250,D
TEST_251,C
TEST_252,D
TEST_253,C
TEST_254,A
TEST_255,C
TEST_256,C
TEST_257,B
TEST_258,A
TEST_259,D
TEST_260,C
TEST_261,D
TEST_262,D
TEST_263,D
TEST_264,A
TEST_265,D
TEST_266,C
TEST_267,A
TEST_268,B
TEST_269,B
TEST_270,C
TEST_271,B
TEST_272,A
TEST_273,D
TEST_274,A
TEST_275,C
TEST_276,D
TEST_277,B
TEST_278,B
TEST_279,A
TEST_280,D
TEST_281,B
TEST_282,C
TEST_283,B
TEST_284,D
TEST_285,D
TEST_286,D
TEST_287,A
TEST_288,D
TEST_289,A
TEST_290,D
TEST_291,B
TEST_292,A
TEST_293,D
TEST_294,D
TEST_295,B
TEST_296,C
TEST_297,A
TEST_298,D
TEST_299,B
TEST_300,B
TEST_301,D
TEST_302,B
TEST_303,B
TEST_304,C
TEST_305,C
TEST_306,D
TEST_307,D
TEST_308,B
TEST_309,B
TEST_310,D
TEST_311,D
TEST_312,C
TEST_313,B
TEST_314,B
TEST_315,A
TEST_316,C
TEST_317,C
TEST_318,C
TEST_319,C
TEST_320,D
TEST_321,D
TEST_322,D
TEST_323,C
TEST_324,A
TEST_325,B
TEST_326,D
TEST_327,B
TEST_328,B
TEST_329,C
TEST_330,C
TEST_331,D
TEST_332,D
TEST_333,B
TEST_334,A
TEST_335,A
TEST_336,A
TEST_337,C
TEST_338,B
TEST_339,C
TEST_340,B
TEST_341,D
TEST_342,B
TEST_343,D
TEST_344,D
TEST_345,C
TEST_346,A
TEST_347,A
TEST_348,A
TEST_349,B
TEST_350,C
TEST_351,B
TEST_352,D
TEST_353,A
TEST_354,A
TEST_355,B
TEST_356,C
TEST_357,B
TEST_358,A
TEST_359,B
TEST_360,A
TEST_361,A
TEST_362,B
TEST_363,A
TEST_364,B
TEST_365,A
TEST_366,C
TEST_367,A
TEST_368,D
TEST_369,C
TEST_370,D
TEST_371,B
TEST_372,D
TEST_373,B
TEST_374,B
TEST_375,C
TEST_376,C
TEST_377,B
TEST_378,A
TEST_379,A
TEST_380,D
TEST_381,B
TEST_382,A
TEST_383,C
TEST_384,D
TEST_385,D
TEST_386,B
TEST_387,B
TEST_388,D
TEST_389,C
TEST_390,D
TEST_391,B
TEST_392,A
TEST_393,D
TEST_394,D
TEST_395,D
TEST_396,A
TEST_397,B
TEST_398,B
TEST_399,D
TEST_400,B
TEST_401,D
TEST_402,D
TEST_403,D
TEST_404,C
TEST_405,D
TEST_406,A
TEST_407,D
TEST_408,D
TEST_409,D
TEST_410,A
TEST_411,D
TEST_412,D
TEST_413,B
TEST_414,B
TEST_415,D
TEST_416,B
TEST_417,D
TEST_418,A
TEST_419,B
TEST_420,D
TEST_421,C
TEST_422,D
TEST_423,A
TEST_424,C
TEST_425,A
TEST_426,C
TEST_427,B
TEST_428,A
TEST_429,C
TEST_430,B
TEST_431,B
TEST_432,D
TEST_433,D
TEST_434,C
TEST_435,A
TEST_436,D
TEST_437,C
TEST_438,B
TEST_439,C
TEST_440,C
TEST_441,B
TEST_442,A
TEST_443,D
TEST_444,B
TEST_445,A
TEST_446,A
TEST_447,B
TEST_448,B
TEST_449,D
TEST_450,D
TEST_451,A
TEST_452,C
TEST_453,D
TEST_454,C
TEST_455,D
TEST_456,B
TEST_457,D
TEST_458,A
TEST_459,A
TEST_460,D
TEST_461,B
TEST_462,A
TEST_463,B
TEST_464,A
TEST_465,A
TEST_466,D
TEST_467,C
TEST_468,C
TEST_469,C
TEST_470,D
TEST_471,B
TEST_472,C
TEST_473,B
TEST_474,B
TEST_475,C
TEST_476,A
TEST_477,B
TEST_478,C
TEST_479,A
TEST_480,B
TEST_481,D
TEST_482,A
TEST_483,C
TEST_484,C
TEST_485,A
TEST_486,B
TEST_487,B
TEST_488,B
TEST_489,B
TEST_490,C
TEST_491,C
TEST_492,D
TEST_493,A
TEST_494,D
TEST_495,B
TEST_496,D
TEST_497,C
TEST_498,D
TEST_499,C
TEST_500,D
TEST_501,D
TEST_502,A
TEST_503,C
TEST_504,A
TEST_505,D
TEST_506,D
TEST_507,C
TEST_508,D
TEST_509,D
TEST_510,D
TEST_511,B
TEST_512,B
TEST_513,C
TEST_514,A
TEST_515,A
TEST_516,D
TEST_517,C
TEST_518,D
TEST_519,D
TEST_520,D
TEST_521,D
TEST_522,C
TEST_523,A
TEST_524,A
TEST_525,B
TEST_526,A
TEST_527,D
TEST_528,B
TEST_529,D
TEST_530,D
TEST_531,D
TEST_532,C
TEST_533,C
TEST_534,C
TEST_535,D
TEST_536,A
TEST_537,A
TEST_538,D
TEST_539,D
TEST_540,C
TEST_541,C
TEST_542,D
TEST_543,A
TEST_544,B
TEST_545,C
TEST_546,B
TEST_547,D
TEST_548,B
TEST_549,B
TEST_550,A
TEST_551,C
TEST_552,A
TEST_553,A
TEST_554,D
TEST_555,B
TEST_556,B
TEST_557,B
TEST_558,A
TEST_559,C
TEST_560,A
TEST_561,B
TEST_562,B
TEST_563,A
TEST_564,A
TEST_565,D
TEST_566,D
TEST_567,A
TEST_568,D
TEST_569,C
TEST_570,C
TEST_571,A
TEST_572,B
TEST_573,A
TEST_574,A
TEST_575,A
TEST_576,B
TEST_577,A
TEST_578,B
TEST_579,C
TEST_580,B
TEST_581,B
TEST_582,C
TEST_583,D
TEST_584,D
TEST_585,B
TEST_586,B
TEST_587,B
TEST_588,B
TEST_589,B
TEST_590,B
TEST_591,B
TEST_592,C
TEST_593,C
TEST_594,A
TEST_595,B
TEST_596,B
TEST_597,B
TEST_598,A
TEST_599,C
TEST_600,C
TEST_601,A
TEST_602,B
TEST_603,C
TEST_604,C
TEST_605,B
TEST_606,C
TEST_607,D
TEST_608,D
TEST_609,A
TEST_610,A
TEST_611,C
TEST_612,B
TEST_613,C
TEST_614,C
TEST_615,B
TEST_616,B
TEST_617,A
TEST_618,B
TEST_619,D
TEST_620,B
TEST_621,B
TEST_622,C
TEST_623,C
TEST_624,D
TEST_625,D
TEST_626,D
TEST_627,D
TEST_628,D
TEST_629,D
TEST_630,B
TEST_631,A
TEST_632,D
TEST_633,B
TEST_634,A
TEST_635,D
TEST_636,C
TEST_637,A
TEST_638,A
TEST_639,C
TEST_640,A
TEST_641,D
TEST_642,A
TEST_643,C
TEST_644,B
TEST_645,B
TEST_646,A
TEST_647,A
TEST_648,B
TEST_649,C
TEST_650,D
TEST_651,A
TEST_652,C
TEST_653,B
TEST_654,D
TEST_655,D
TEST_656,B
TEST_657,A
TEST_658,C
TEST_659,B
TEST_660,C
TEST_661,A
TEST_662,C
TEST_663,A
TEST_664,C
TEST_665,D
TEST_666,C
TEST_667,B
TEST_668,B
TEST_669,D
TEST_670,C
TEST_671,A
TEST_672,A
TEST_673,B
TEST_674,B
TEST_675,D
TEST_676,D
TEST_677,C
TEST_678,C
TEST_679,C
TEST_680,B
TEST_681,D
TEST_682,A
TEST_683,A
TEST_684,D
TEST_685,C
TEST_686,A
TEST_687,D
TEST_688,B
TEST_689,C
TEST_690,B
TEST_691,A
TEST_692,C
TEST_693,C
TEST_694,C
TEST_695,C
TEST_696,B
TEST_697,B
TEST_698,D
TEST_699,C
TEST_700,A
TEST_701,D
TEST_702,D
TEST_703,C
TEST_704,D
TEST_705,C
TEST_706,B
TEST_707,B
TEST_708,A
TEST_709,B
TEST_710,D
TEST_711,B
TEST_712,B
TEST_713,B
TEST_714,D
TEST_715,C
TEST_716,B
TEST_717,B
TEST_718,D
TEST_719,C
TEST_720,D
TEST_721,B
TEST_722,C
TEST_723,A
TEST_724,D
TEST_725,A
TEST_726,D
TEST_727,A
TEST_728,A
TEST_729,C
TEST_730,C
TEST_731,D
TEST_732,A
TEST_733,C
TEST_734,C
TEST_735,C
TEST_736,B
TEST_737,D
TEST_738,B
TEST_739,D
TEST_740,D
TEST_741,C
TEST_742,C
TEST_743,B
TEST_744,D
TEST_745,A
TEST_746,A
TEST_747,C
TEST_748,B
TEST_749,A
TEST_750,B
TEST_751,C
TEST_752,B
TEST_753,B
TEST_754,B
TEST_755,C
TEST_756,C
TEST_757,A
TEST_758,D
TEST_759,B
TEST_760,A
TEST_761,A
TEST_762,D
TEST_763,C
TEST_764,D
TEST_765,D
TEST_766,D
TEST_767,D
TEST_768,B
TEST_769,D
TEST_770,D
TEST_771,B
TEST_772,B
TEST_773,A
TEST_774,B
TEST_775,D
TEST_776,A
TEST_777,A
TEST_778,A
TEST_779,D
TEST_780,D
TEST_781,A
TEST_782,A
TEST_783,D
TEST_784,B
TEST_785,A
TEST_786,C
TEST_787,A
TEST_788,A
TEST_789,C
TEST_790,C
TEST_791,A
TEST_792,A
TEST_793,A
TEST_794,A
TEST_795,A
TEST_796,D
TEST_797,C
TEST_798,A
TEST_799,A
TEST_800,D
TEST_801,B
TEST_802,A
TEST_803,B
TEST_804,B
TEST_805,D
TEST_806,B
TEST_807,A
TEST_808,D
TEST_809,D
TEST_810,B
TEST_811,A
TEST_812,A
TEST_813,A
TEST_814,D
TEST_815,B
TEST_816,D
TEST_817,A
TEST_818,C
TEST_819,A
TEST_820,A
TEST_821,C
TEST_822,A
TEST_823,A
TEST_824,C
TEST_825,A
TEST_826,C
TEST_827,D
TEST_828,B
TEST_829,D
TEST_830,D
TEST_831,B
TEST_832,A
TEST_833,D
TEST_834,D
TEST_835,D
TEST_836,A
TEST_837,A
TEST_838,C
TEST_839,D
TEST_840,A
TEST_841,A
TEST_842,C
TEST_843,B
TEST_844,D
TEST_845,D
TEST_846,C
TEST_847,C
TEST_848,A
TEST_849,D
TEST_850,C
TEST_851,D
